2017_05_16\00000\0005.wav	我再回来
2017_05_16\00026\0142.wav	你屹立在高山几点
2017_05_16\00026\0145.wav	嗯还行嗯那
2017_05_16\00026\0156.wav	你忙吧飞飞
2017_05_16\00026\0169.wav	由于是暗暗发誓还有露丝一丝路车了吗
2017_05_16\00026\0177.wav	那套在北京给你们找工作一个月公主多钱呢
2017_05_16\00026\0179.wav	假期我要在要语音输入啊
2017_05_16\00026\0182.wav	到时候买个好的啊也霸气霸气
2017_05_16\00026\0187.wav	就算你个为次就可以了
2017_05_16\00026\0203.wav	把东西全部忘掉饭嗯
2017_05_16\00026\0207.wav	由于想龙宫三菱呢
2017_05_16\00026\0210.wav	针对您的情况三四天三九八
2017_05_16\00026\0215.wav	蒋敏错的饭
2017_05_16\00026\0226.wav	不知道会怎么样
2017_05_16\00026\0235.wav	嗯我只带了谢谢为四世子嗯
2017_05_16\00026\0239.wav	你有空的话教我一下怎么做
2017_05_16\00026\0240.wav	五号楼
2017_05_16\00026\0258.wav	而上的电话打不通
2017_05_16\00026\0264.wav	嗯成砖头公司帮我个打算到绿岛和次了
2017_05_16\00026\0278.wav	那个啊啊呃嗯户口本原件身份证原件然后十万证明
2017_05_16\00026\0282.wav	你好水精馏分比较多
2017_05_16\00026\0288.wav	我想是你那对你干嘛不叫我是呀
2017_05_16\00026\0291.wav	服务于无的
2017_05_16\00026\0297.wav	你那消化的没拿到我这里来是吧
2017_05_16\00026\0305.wav	嗯嗯好我是爱你的人他妈难得开
2017_05_16\00026\0312.wav	这是我今天给他选的衣服啊他准备发给他看看的来电好我顺便也给你捎上一
2017_05_16\00026\0317.wav	我是为水不流外人田
2017_05_16\00026\0323.wav	我现在说可以外请大家怎么了
2017_05_16\00026\0327.wav	你好萌斑点卡
2017_05_16\00026\0337.wav	他有上次你要下车
2017_05_16\00026\0340.wav	我问你盈利的丝巾都不跟我来下
2017_05_16\00026\0352.wav	纪先生请问您
2017_05_16\00026\0358.wav	你什么意思嗯
2017_05_16\00026\0372.wav	我是见嗯聊了能卖出我的床再去还可以
2017_05_16\00026\0374.wav	你红红目赤了
2017_05_16\00026\0376.wav	你和嗯嗯嗯嗯什么嗯
2017_05_16\00026\0379.wav	林枫查你个鸟毛先生在说什么呗
2017_05_16\00026\0383.wav	哦我给你问一下吧有一个劳心一个人要买是买了和你打电话啊
2017_05_16\00026\0419.wav	你看我这个东西就把原来长按可大了可点亮了那个修呃呃些未知的看见过就从打湿的苗教你变淡了变少了一遍你变小了
2017_05_16\00026\0427.wav	祝需要SO就死在不断满足客户需求解决问题的和
2017_05_16\00026\0428.wav	我想先把买了是库存时候声音调得太近一两百味好吧那
2017_05_16\00026\0429.wav	我们只里面的水源比较好
2017_05_16\00026\0457.wav	好吧那你离
2017_05_16\00026\0479.wav	卫星看历史出了句
2017_05_16\00026\0486.wav	物以点都播牛比
2017_05_16\00026\0495.wav	为大哥三问四汉该怎么现在还没上班了
2017_05_16\00026\0499.wav	没希望了
2017_05_16\00026\0521.wav	那这个哦可为就没说几句六七个有心双嗯近
2017_05_16\00026\0527.wav	可以可以开始写了变故
2017_05_16\00026\0536.wav	刚刚喂喂你好你好
2017_05_16\00026\0537.wav	以往都是首付的起
2017_05_16\00026\0550.wav	帮我家的车问他多少钱到哦好成家
2017_05_16\00026\0558.wav	来跟那个东西要的钱啊
2017_05_16\00026\0563.wav	是啊不过一次失败你拿得出
2017_05_16\00026\0564.wav	你怎么了不止的好吃了什么不干净的东西
2017_05_16\00026\0566.wav	没问题嘛呢
2017_05_16\00026\0570.wav	钢架WP别人
2017_05_16\00026\0582.wav	不过你过来也可以啊还兼
2017_05_16\00026\0583.wav	那栏的再给拦了我几十倍
2017_05_16\00026\0585.wav	是啊麻麻们该哦八二
2017_05_16\00026\0586.wav	所以一到过年
2017_05_16\00026\0596.wav	咋们的小区闽籍也不算太大了股的人口也和算太多入过保安到被小偷事物可能马车的偷走起的
2017_05_16\00026\0604.wav	大姐
2017_05_16\00026\0609.wav	照完了没戴眼镜着凉的
2017_05_16\00026\0614.wav	真没想到我他妈的不该型
2017_05_16\00026\0620.wav	是早上七点半
2017_05_16\00026\0628.wav	嗯对手机
2017_05_16\00026\0636.wav	省着这这这期你印象可分
2017_05_16\00026\0638.wav	中午只是真没一点儿
2017_05_16\00026\0643.wav	这回到那谁还讲啊
2017_05_16\00026\0647.wav	对方说装修完了现在在一些都好的上班嘞姑娘在新了上报了一些迹象都与
2017_05_16\00026\0652.wav	嗯不说话了吗
2017_05_16\00026\0658.wav	诶是COM刘丹呗
2017_05_16\00026\0681.wav	好的下次到名啊
2017_05_16\00026\0689.wav	你小子一刻会说了
2017_05_16\00026\0702.wav	喂喂喂你们都把我踹过去
2017_05_16\00026\0710.wav	那可我只知道你的事情和你说过了
2017_05_16\00026\0728.wav	为说让你去好我你看你高兴你丫至于不至于
2017_05_16\00026\0729.wav	貌似叫你统计衣服有
2017_05_16\00026\0733.wav	是你让我明白哎我就想
2017_05_16\00026\0752.wav	喂喂喂不得行周五
2017_05_16\00026\0757.wav	想我的时候听听这首歌
2017_05_16\00026\0760.wav	做完刚想啊农业还在后者那呀
2017_05_16\00026\0762.wav	老婆你说的啦早上这周五说
2017_05_16\00026\0767.wav	腊八得去也打不还手
2017_05_16\00026\0769.wav	问我要有不好的心情
2017_05_16\00026\0793.wav	与其一共有多少动
2017_05_16\00026\0796.wav	功劳是你不会不会读吧
2017_05_16\00026\0811.wav	皇上您二位已婚图片
2017_05_16\00026\0813.wav	嗯对你讲吧啊请问都搞什么
2017_05_16\00026\0821.wav	为这并不是炫耀那儿
2017_05_16\00026\0824.wav	今天开会说了有家的人赶紧给徐慧这样
2017_05_16\00026\0856.wav	如果你想死的话可以先
2017_05_16\00026\0859.wav	有一个你记在那等饿了就用不起条
2017_05_16\00026\0860.wav	在你那这里没有好感
2017_05_16\00026\0876.wav	就是我跟你想嗯去腥味去另一个来试试看
2017_05_16\00026\0893.wav	嗯嗯
2017_05_16\00026\0903.wav	是个座位一本可以左右谔谔说说三道四但是对我不满能我我也是对他不是那么说什么怎么怎么
2017_05_16\00026\0914.wav	你们全部都要发两个或两个以上的
2017_05_16\00026\0918.wav	三号线还不为其开通吗
2017_05_16\00026\0921.wav	哎过来打麻将啊
2017_05_16\00026\0932.wav	没有回来呀我就多做了一个菜吗
2017_05_16\00026\0946.wav	是嗯我还是也做的
2017_05_16\00026\0949.wav	我说了我说有些四起做过了不等于没有发生
2017_05_16\00026\0954.wav	实实在在的话你说成太平
2017_05_16\00026\0957.wav	我担心刷完孩子如果担心断难说后乳房一个大一个小
2017_05_16\00026\0964.wav	想为美国为啥立刻终止对嗯
2017_05_16\00026\0965.wav	问你一样的
2017_05_16\00026\0980.wav	美好C好忙吧
2017_05_16\00026\0981.wav	是猪八戒来找媳妇来了
2017_05_16\00027\0002.wav	文翰啦就是IE呀每周五一零
2017_05_16\00027\0004.wav	嗯回答我一下哦
2017_05_16\00027\0008.wav	为第一次登门了
2017_05_16\00027\0012.wav	有二个字草原闻不得这个哪
2017_05_16\00027\0013.wav	好了一整天早上的时候我还说这只吗
2017_05_16\00027\0014.wav	我明天晚上去那里
2017_05_16\00027\0023.wav	哈明天部门也可以修
2017_05_16\00027\0033.wav	服务你可曾游
2017_05_16\00027\0048.wav	科技实业我们在进行很疗在是日系就是是也在呢
2017_05_16\00027\0069.wav	是用青蛙的去买菜呀现在财物
2017_05_16\00027\0071.wav	怎么又没有动身了不说话呢
2017_05_16\00027\0075.wav	对金钱这我们嗯
2017_05_16\00027\0080.wav	诶释放了没有
2017_05_16\00027\0083.wav	好不容易鼓足那么大的一种西街和输得一败涂地
2017_05_16\00027\0088.wav	哎明天几点赞和了这是开始了
2017_05_16\00027\0092.wav	你没保护好你的身体所以这个切你知道吧
2017_05_16\00027\0103.wav	陈翔橙卡
2017_05_16\00027\0118.wav	梅纽威商丘吗嗯坏蛋嗯
2017_05_16\00027\0127.wav	嗯我是鹿AI你
2017_05_16\00027\0131.wav	我们没有时候
2017_05_16\00027\0143.wav	奥未来相当与摇啊
2017_05_16\00027\0144.wav	三姐你忙得对食物嘛的呢
2017_05_16\00027\0156.wav	这个对讲机都不是我们这个型号的这个我没有的
2017_05_16\00027\0159.wav	为该起这么多年了
2017_05_16\00027\0168.wav	石总你好
2017_05_16\00027\0177.wav	白天都是最见官网
2017_05_16\00027\0180.wav	那你想买喜人的西服那你买不好要你老股你打电话给你了五要你老股帮你挑一套吧
2017_05_16\00027\0191.wav	嗯保存一拉到学校去都可以倒下小医保吗
2017_05_16\00027\0202.wav	嗯说嗯嗯嗯对嗯
2017_05_16\00027\0213.wav	家等你做的饭
2017_05_16\00027\0218.wav	其实这也是对咱的东西也特别担心去不管发生什么好吧吃
2017_05_16\00027\0220.wav	对神我还想给他找中堂嘞
2017_05_16\00027\0224.wav	昨天没中败也萧就是老婆没买其他都买的
2017_05_16\00027\0228.wav	好那就是在宁来上班了第三外出人员方腊凌家阿
2017_05_16\00027\0229.wav	王佩好请天王星豪礼
2017_05_16\00027\0251.wav	他想把我们的石黄圈了需求路上去我不答应
2017_05_16\00027\0260.wav	寄来了没有
2017_05_16\00027\0264.wav	我们说呢为投错的气力是百分之七
2017_05_16\00027\0265.wav	嗯嗯嗯嗯嗯
2017_05_16\00027\0269.wav	实习开心啊国家法定节假日是好几天嘞
2017_05_16\00027\0270.wav	你有这心我就知足了
2017_05_16\00027\0271.wav	您好欢迎说
2017_05_16\00027\0282.wav	潇洒中午饭七了没有嗯
2017_05_16\00027\0289.wav	我不多吗白切嗣所有前天干呢
2017_05_16\00027\0295.wav	嗯先喂你好女生版
2017_05_16\00027\0299.wav	嗯嗯这样在西半夜题吧
2017_05_16\00027\0315.wav	然后线下一个老客户
2017_05_16\00027\0318.wav	啊但是你这样从凉水可以祛除掉力去了
2017_05_16\00027\0331.wav	他也没
2017_05_16\00027\0351.wav	每个时代的人
2017_05_16\00027\0356.wav	第一张家古玩着我市就回家了
2017_05_16\00027\0357.wav	哎呀你请问等着吧有什么有
2017_05_16\00027\0383.wav	以上五火球看到的钱呀
2017_05_16\00027\0390.wav	和嫁他和谁地看现在和了一些就是防止脱水还有电解质
2017_05_16\00027\0393.wav	新亲戚啊是成
2017_05_16\00027\0395.wav	哎问一下吗
2017_05_16\00027\0412.wav	问起美美你在公园的还在想迎宾馆这种
2017_05_16\00027\0416.wav	为你今天反正都是发完也是放那
2017_05_16\00027\0419.wav	夏衣我要在用语音输入个有的时候C来会错
2017_05_16\00027\0440.wav	对好的啊
2017_05_16\00027\0441.wav	那天东西在太多了太实用啦
2017_05_16\00027\0442.wav	张道陵落马六八二十
2017_05_16\00027\0457.wav	你今天为什么新奇的和陌生人分帮我一起是山
2017_05_16\00027\0463.wav	玉溪烟可以替你可以
2017_05_16\00027\0479.wav	未来的路怎么走
2017_05_16\00027\0482.wav	奥义释厄我不习惯要视频的台看了一零
2017_05_16\00027\0497.wav	ONE看哪个孩子都将导致喊
2017_05_16\00027\0499.wav	说嗯做嗯是这家
2017_05_16\00027\0508.wav	真是少玩下去可能
2017_05_16\00027\0514.wav	先生把车在边沟里九毛九对吗
2017_05_16\00027\0517.wav	嗯刚才讲的那样空
2017_05_16\00027\0521.wav	听起来
2017_05_16\00027\0527.wav	仙游给食物属于是水果了哦
2017_05_16\00027\0528.wav	好玩啊行我就陪你聊会天啊
2017_05_16\00027\0545.wav	涉及听的半人家才才说呢
2017_05_16\00027\0546.wav	你屹立在高山继续演
2017_05_16\00027\0553.wav	那人那对男女朋友吗
2017_05_16\00027\0556.wav	那么清楚了一个吧
2017_05_16\00027\0559.wav	是没你晚上决定呢
2017_05_16\00027\0564.wav	我在问清七级啊哦哦好的
2017_05_16\00027\0579.wav	我就放好了就没人抢酒过来吧
2017_05_16\00027\0587.wav	来了我等着你想造反
2017_05_16\00027\0589.wav	电动汽车等
2017_05_16\00027\0600.wav	你的手机别被年贺卡
2017_05_16\00027\0606.wav	说一周警察蜀黍去了
2017_05_16\00027\0607.wav	你的承诺还没有罪愆
2017_05_16\00027\0612.wav	这两本我刚好来这边医德要搞好了
2017_05_16\00027\0615.wav	额上服务当话要讲嗯嗯
2017_05_16\00027\0624.wav	我们中午有一个半小时休息啊
2017_05_16\00027\0642.wav	刚才吧那三个按钮有高二是喽
2017_05_16\00027\0646.wav	嗯嗯我对先现在四个嗯有一米还是一米啊
2017_05_16\00027\0655.wav	图是陶陶要发朋友圈
2017_05_16\00027\0659.wav	未收回是吃菜打电话人家没给我找事做
2017_05_16\00027\0665.wav	你要是签发过去了啊怎么办呀
2017_05_16\00027\0687.wav	线下的一个老客户
2017_05_16\00027\0688.wav	我用了吧现在我用哪个
2017_05_16\00027\0693.wav	IE我那我去啊可能有机会回过去
2017_05_16\00027\0698.wav	下午不知道用还有点
2017_05_16\00027\0700.wav	你想报小报的啊
2017_05_16\00027\0713.wav	嗯你们那你们那个
2017_05_16\00027\0726.wav	老公又不在为什么是一样
2017_05_16\00027\0731.wav	你的每个月发工资真想问
2017_05_16\00027\0739.wav	说先生心是是他能用车的
2017_05_16\00027\0751.wav	必须嗯呀没人可以帮你有人不可以帮你写到吧
2017_05_16\00027\0755.wav	你便可家里做什么的呀
2017_05_16\00027\0760.wav	为经济仍觉得到的新年现在比去年要看了点
2017_05_16\00027\0769.wav	不得不说这歌
2017_05_16\00027\0771.wav	了解我只举牌
2017_05_16\00027\0772.wav	啊这正好有啥说啥一个字都不错
2017_05_16\00027\0789.wav	先说以后还IQ去你看到的精英们到四转啦
2017_05_16\00027\0797.wav	不用给我们家我们吃过了啊
2017_05_16\00027\0800.wav	你们的雨哦累
2017_05_16\00027\0805.wav	喂你好
2017_05_16\00027\0822.wav	可是女人不是还没去
2017_05_16\00027\0832.wav	数据类型王为首
2017_05_16\00027\0839.wav	是都是酒后少林的
2017_05_16\00027\0844.wav	你是公园我是打工者嗯
2017_05_16\00027\0845.wav	需要的口味的很好的
2017_05_16\00027\0851.wav	今天你怎么能问你为什么粥
2017_05_16\00027\0856.wav	他怎么就学有术员九十
2017_05_16\00027\0857.wav	嗯跟谁
2017_05_16\00027\0867.wav	老公吃的好想你就像老公吗
2017_05_16\00027\0874.wav	哎你点那个设置才能一下P多少钱一件出去
2017_05_16\00027\0878.wav	你一点
2017_05_16\00027\0893.wav	多少啊
2017_05_16\00027\0894.wav	我能打字
2017_05_16\00027\0898.wav	哎对我说中了
2017_05_16\00027\0901.wav	优惠啦一一个大大
2017_05_16\00027\0906.wav	睡眠掉河里面朝堂吃年到个股
2017_05_16\00027\0916.wav	下午没事的就到店里去
2017_05_16\00027\0935.wav	其是我女儿
2017_05_16\00027\0938.wav	好人也好吧
2017_05_16\00027\0940.wav	你啊还是请赐给七零八
2017_05_16\00027\0941.wav	<UNK>先生帐号线服务请问是肯定的说
2017_05_16\00027\0961.wav	林夏女士意思说不该和万事兴是不着
2017_05_16\00027\0971.wav	嗯那
2017_05_16\00027\0984.wav	下午忙不忙一点开始干股刚落
2017_05_16\00027\0986.wav	这么好的我今天中午水镜
2017_05_16\00028\0006.wav	黑好以后见到我你都不敢岁了
2017_05_16\00028\0016.wav	喂你好温家宝呼叫份轻松是我们家族中时代再说
2017_05_16\00028\0018.wav	一位能治好了
2017_05_16\00028\0022.wav	哎咱吃饭才有份能插上给大号那场想牵着鼻子儿可是惠州怎么呢我绝不阐发这一场我看是应该和一款你学不好菜钱呀还有四子吗还有花子吗还会向下了哈得好大怎么样走都是为十分咱这些这是为了的是个差事啊以前还能带动回种这是并把也不上打砸的是为这个目的不就是不太行呀还是缓缓的抬下下
2017_05_16\00028\0034.wav	难道不想和我聊天了吗嗯
2017_05_16\00028\0041.wav	发音无一不嫌多是瞬间一位先生
2017_05_16\00028\0049.wav	心好一点的四块
2017_05_16\00028\0050.wav	为你有金手链路
2017_05_16\00028\0053.wav	娜娜颅压住吗您呢
2017_05_16\00028\0060.wav	女孩子车这些都是爱美的表现你谁他去提醒他一个圆不能和都只就行了
2017_05_16\00028\0093.wav	哎又长又骑车子性子
2017_05_16\00028\0096.wav	肯定好饱了没有啊
2017_05_16\00028\0097.wav	哦我为民是事实
2017_05_16\00028\0099.wav	上刻着玩有再好不
2017_05_16\00028\0115.wav	嗯五十五分嗯
2017_05_16\00028\0118.wav	谁都只是一天嗯
2017_05_16\00028\0119.wav	你别想说
2017_05_16\00028\0121.wav	阿
2017_05_16\00028\0130.wav	您直接个区的你
2017_05_16\00028\0144.wav	喂你好起来的在哪里啊
2017_05_16\00028\0152.wav	不仅是一种了一些得一见不得更牢
2017_05_16\00028\0161.wav	现在把每天可努力挣钱黑
2017_05_16\00028\0168.wav	为是一份情
2017_05_16\00028\0180.wav	肛周就好像你
2017_05_16\00028\0195.wav	<UNK>是傻逼依依
2017_05_16\00028\0203.wav	你急也没吃饿哦哦不
2017_05_16\00028\0210.wav	嗯嗯嗯哦
2017_05_16\00028\0211.wav	没有在嗯地带
2017_05_16\00028\0213.wav	你不怕天寒地冻
2017_05_16\00028\0215.wav	你好哦情为一
2017_05_16\00028\0231.wav	我们就要了家里面玩起来不去管这些
2017_05_16\00028\0235.wav	见心意服务的事情嗯
2017_05_16\00028\0239.wav	未来这几个东西来当比赛新款
2017_05_16\00028\0242.wav	退休了也没事出去旅游吗干的是玩是吧
2017_05_16\00028\0244.wav	你先得好专用锋芒
2017_05_16\00028\0252.wav	王先生的好吗等办法中还扣分
2017_05_16\00028\0262.wav	那和你说的我可没说呀
2017_05_16\00028\0265.wav	嗯
2017_05_16\00028\0310.wav	其实我年啊
2017_05_16\00028\0312.wav	嗯到医院慰问一下嗯
2017_05_16\00028\0316.wav	是头头能过用吗
2017_05_16\00028\0320.wav	忙得好不好
2017_05_16\00028\0325.wav	为一天你好啊
2017_05_16\00028\0330.wav	我黄啦我膏黄啦
2017_05_16\00028\0337.wav	三能再派一哄哄的
2017_05_16\00028\0342.wav	为你们没有们会漂亮呀
2017_05_16\00028\0344.wav	大蛇你太棒了
2017_05_16\00028\0346.wav	这先说咱们家全是随你便
2017_05_16\00028\0350.wav	你好你好
2017_05_16\00028\0363.wav	我觉得你没权利关上过去
2017_05_16\00028\0365.wav	你可以着几分钟啊怪不得没有
2017_05_16\00028\0370.wav	你每天说这是许多这么喊我们
2017_05_16\00028\0372.wav	上的呀
2017_05_16\00028\0386.wav	什么今天元你不高兴吗
2017_05_16\00028\0392.wav	公孙是多数对凉干嘛自强确认看都没用
2017_05_16\00028\0393.wav	AK我觉得你是啊
2017_05_16\00028\0432.wav	如果李静吧沼肥了啊
2017_05_16\00028\0440.wav	你麻麻你什么
2017_05_16\00028\0449.wav	我每天都是谁么
2017_05_16\00028\0454.wav	只是美食美可以有效的那枚啊
2017_05_16\00028\0455.wav	两位先生嗯嗯
2017_05_16\00028\0470.wav	发工资了你们的工资加了吗啦
2017_05_16\00028\0473.wav	NY
2017_05_16\00028\0476.wav	在干吗吃饭了吗
2017_05_16\00028\0477.wav	是系统也没有问如果行们
2017_05_16\00028\0485.wav	柯南是吧碰撞有我的好
2017_05_16\00028\0487.wav	为你更是挺后悔的要好几千
2017_05_16\00028\0494.wav	你哪方梅尔犯傻上市啦
2017_05_16\00028\0504.wav	我以引以一种得吧
2017_05_16\00028\0508.wav	这个出有参加五一三可以信任的教练
2017_05_16\00028\0509.wav	嗯我喂喂喂喂喂喂喂
2017_05_16\00028\0536.wav	我是睡着了他干五人和我知道
2017_05_16\00028\0557.wav	嗯是个问起嗯
2017_05_16\00028\0564.wav	民工今天有没有约
2017_05_16\00028\0571.wav	话筒可以用吧你把那个话筒还有那个印象上的创新里面去麻烦你了
2017_05_16\00028\0572.wav	工科生与CC
2017_05_16\00028\0573.wav	好不聊了睡觉了我一下睡觉了
2017_05_16\00028\0582.wav	问你现在这样我就看见
2017_05_16\00028\0592.wav	我发现你这个人
2017_05_16\00028\0621.wav	好吧你这样子那个红光你再爆发四百蓝光发四百哥
2017_05_16\00028\0623.wav	这位消灭我们那个
2017_05_16\00028\0632.wav	今天在上班啊怎么王子无法
2017_05_16\00028\0645.wav	嗯嗯是啊嗯嗯行
2017_05_16\00028\0648.wav	更能有见面没大没哪晴晴
2017_05_16\00028\0657.wav	我单位要走了
2017_05_16\00028\0666.wav	老公我中一会看呢你
2017_05_16\00028\0672.wav	你好就好了么么是个人吗
2017_05_16\00028\0678.wav	今天你怎么问为什么这样子说
2017_05_16\00028\0679.wav	诶在这里说不练吗
2017_05_16\00028\0691.wav	该写我自己以后打电话说是
2017_05_16\00028\0693.wav	啊我诶啊哦诶IPAD的呗可悲啊的高啊阿燕雍
2017_05_16\00028\0699.wav	好的好的尽快吧
2017_05_16\00028\0703.wav	你以为食亡身武林气了吗
2017_05_16\00028\0710.wav	嗯嗯嗯是吗
2017_05_16\00028\0713.wav	你看一下是哪个考场
2017_05_16\00028\0718.wav	阿三的妻子已分
2017_05_16\00028\0723.wav	缘分到哦缘分
2017_05_16\00028\0729.wav	如果你忙你忙吧
2017_05_16\00028\0733.wav	早安刚做的很轻松很好玩
2017_05_16\00028\0740.wav	为我才看得去吧啊给我等你问
2017_05_16\00028\0748.wav	说是嗯
2017_05_16\00028\0752.wav	嗯嗯嗯嗯公示了吗嗯
2017_05_16\00028\0785.wav	报人叫听买来干嘛就会买
2017_05_16\00028\0791.wav	我们这边又做了很多的工作
2017_05_16\00028\0804.wav	问上一路服务嗯嗯
2017_05_16\00028\0806.wav	喂喂喂变蓝了
2017_05_16\00028\0807.wav	向哥嫂酒看过了
2017_05_16\00028\0818.wav	是啊对了吧我该回去了
2017_05_16\00028\0819.wav	你时候对於帮你改少不同意就来
2017_05_16\00028\0828.wav	我们有广
2017_05_16\00028\0836.wav	上说容易做到就难
2017_05_16\00028\0842.wav	你好狠心把黑屏的卡
2017_05_16\00028\0843.wav	为这是要啊擦啊咋办呀
2017_05_16\00028\0847.wav	地址也对刘伟钢巴数码港陆诶讲吧
2017_05_16\00028\0861.wav	好好给下属好
2017_05_16\00028\0864.wav	车包菜先机大想吐到
2017_05_16\00028\0866.wav	啊出错受挫对不起啦
2017_05_16\00028\0879.wav	到你的从落大雨
2017_05_16\00028\0895.wav	其实安阳起啊
2017_05_16\00028\0896.wav	昨天晚上我发信息给你不知道
2017_05_16\00028\0903.wav	下午才才才才才才找地方
2017_05_16\00028\0906.wav	我同事说提前一两个月
2017_05_16\00028\0908.wav	哀家离多少个孩子
2017_05_16\00028\0917.wav	你们要美庐建设项目你婆子你别因为我以前对全场一点二国米露富宽度为好的大米
2017_05_16\00028\0920.wav	号称的电话钱吗那我们想着想买什么自己不断在哪里好
2017_05_16\00028\0932.wav	现在小燕子都叫不动的事了吗
2017_05_16\00028\0955.wav	您注册时恶对于别人说嗯
2017_05_16\00028\0962.wav	你几点钟车上吗造成呀
2017_05_16\00028\0970.wav	哎点告诉下我啊
2017_05_16\00028\0972.wav	预示着球看啊看起来的啊哎
2017_05_16\00028\0984.wav	杨风呢就是说你给付完两个月以后饮食就是说后面再一一个一两个月最好跟他这个前面一样一段时间
2017_05_16\00029\0008.wav	嗯嗯嗯
2017_05_16\00029\0023.wav	门神鞋子了
2017_05_16\00029\0044.wav	好了半天好到你的详细地址啊
2017_05_16\00029\0047.wav	为什么不聊生
2017_05_16\00029\0048.wav	我经常在杭州的我这边来的书啊啊啊天有机会我就过来大家一起吃个饭啊都叫几个同学
2017_05_16\00029\0060.wav	主持省份使用实时称
2017_05_16\00029\0062.wav	哦那需要三四岁的需要
2017_05_16\00029\0066.wav	为昨天说了你再这样我现在后悔了
2017_05_16\00029\0077.wav	诶
2017_05_16\00029\0078.wav	是周末在第十一平移使
2017_05_16\00029\0091.wav	下午晚上因为晚上
2017_05_16\00029\0122.wav	为像下班的时候记得二号三艘电脑不要把你拍的
2017_05_16\00029\0135.wav	今天堵车就不能收了
2017_05_16\00029\0161.wav	号与形体看孩子
2017_05_16\00029\0164.wav	是蒜似的是前沿
2017_05_16\00029\0165.wav	因为现在我还不能确定时间
2017_05_16\00029\0176.wav	啊你去药房买点药吃意思吗
2017_05_16\00029\0184.wav	老爸你昨天没收到红
2017_05_16\00029\0189.wav	可是我试过了清明
2017_05_16\00029\0193.wav	杨姐工作吗呃我的那个可我们之前买了开始新的在家呢老公说家里还有呢那我们就先不买了
2017_05_16\00029\0195.wav	还没出发翻吗
2017_05_16\00029\0197.wav	三三一片
2017_05_16\00029\0203.wav	他说行
2017_05_16\00029\0204.wav	除了问问想卖的东西啥的
2017_05_16\00029\0205.wav	霸气想在打什么检查上去不去
2017_05_16\00029\0206.wav	谁叫了谁未接来跟你聊
2017_05_16\00029\0214.wav	你想对吗吗
2017_05_16\00029\0219.wav	经常今天到店里面那么早
2017_05_16\00029\0243.wav	现在时
2017_05_16\00029\0250.wav	造成看看吧
2017_05_16\00029\0259.wav	你能帮忙哦
2017_05_16\00029\0260.wav	啊现在一样从量的水就可以除掉六气了
2017_05_16\00029\0265.wav	嗯那的嗯嗯好的给了吗
2017_05_16\00029\0267.wav	嗯嗯你们要控制没排的
2017_05_16\00029\0271.wav	对呀大家都散体系远啊
2017_05_16\00029\0274.wav	嗯嗯嗯
2017_05_16\00029\0289.wav	古语说你吃饭了没有啊
2017_05_16\00029\0293.wav	嗯我要结界所以这个小苏
2017_05_16\00029\0296.wav	人应该有朋友想回来吃穿衣服那人鲁能后吗
2017_05_16\00029\0298.wav	晚上多累啊所以我草泥马
2017_05_16\00029\0305.wav	忽地就是各种
2017_05_16\00029\0306.wav	昨天晚上写的是的一下他们不愿意住
2017_05_16\00029\0307.wav	嗯是卖几万遍啥媒体之前找我听鹦鹉史
2017_05_16\00029\0313.wav	好了啊别想太多
2017_05_16\00029\0318.wav	提示要我去望京嗯
2017_05_16\00029\0322.wav	为好到啦你先问
2017_05_16\00029\0324.wav	歌曲的嗯地三季
2017_05_16\00029\0327.wav	发给我调出来了现在刚眼见江欣燕点
2017_05_16\00029\0336.wav	ANYWAY你答
2017_05_16\00029\0338.wav	好吧
2017_05_16\00029\0343.wav	黑靠Φ还给你带吧
2017_05_16\00029\0346.wav	现在就是像吗嗯嗯
2017_05_16\00029\0347.wav	谢谢好心扎一片片看
2017_05_16\00029\0349.wav	你总有点理由不去了我优势
2017_05_16\00029\0368.wav	问心空通不通
2017_05_16\00029\0375.wav	什么对嗯笥说你一书看
2017_05_16\00029\0380.wav	哦你说怪不了的吗LAN
2017_05_16\00029\0385.wav	为什么和和有嗯嗯嗯
2017_05_16\00029\0388.wav	嗯你的我还没有看完十五是
2017_05_16\00029\0402.wav	嗯是听别人说还说哎
2017_05_16\00029\0404.wav	阿里银行服务下线下别人有三个一个业务中心后边是活动中心因为那个互动中心里面有我的预想回原厂里边就出院香氛
2017_05_16\00029\0411.wav	哪里去忙吧你们那去找些好的好我打扰你了
2017_05_16\00029\0413.wav	心里不要这样好吗
2017_05_16\00029\0433.wav	我想先发现我说诶嘿口村整场普通划算的说很正常
2017_05_16\00029\0444.wav	这个体重大概是从什么时候三三
2017_05_16\00029\0448.wav	市场星报后天还好
2017_05_16\00029\0469.wav	修理那个十四爷了
2017_05_16\00029\0485.wav	那堪呀你也没醒过来
2017_05_16\00029\0491.wav	这提到哦
2017_05_16\00029\0497.wav	想开一家很大你一些其实没什么大姑娘
2017_05_16\00029\0501.wav	茫茫大家我们美
2017_05_16\00029\0506.wav	我在别的工具和
2017_05_16\00029\0524.wav	马上去抢着哦
2017_05_16\00029\0534.wav	为说了不少呀嗯呀
2017_05_16\00029\0537.wav	王风一直上啊
2017_05_16\00029\0540.wav	你就上班了吧昨天的那哦
2017_05_16\00029\0547.wav	那就不要了我也觉得做的挺难看的那就去吧
2017_05_16\00029\0548.wav	这一看说说容易啊
2017_05_16\00029\0561.wav	我没有权
