2017_05_16\00022\0306.wav	 复赛童童选什么节目好你帮我们选一个好吗 
2017_05_16\00022\0525.wav	 回首往事历史上的那个诗人 
2017_05_16\00030\0545.wav	给二十一号儿韩子瑞投票
2017_05_16\00015\0634.wav	 不说了俺去上班去了 
2017_05_16\00025\0552.wav	 不要不要不给看 
2017_05_16\00010\0728.wav	我有私募基金的
2017_05_16\00009\0455.wav	 没烧糊逗你玩的 
2017_05_16\00019\0636.wav	门口视频能说吗你在门口
2017_05_16\00031\0440.wav	刻字请把那个我不不要碰改成别碰
2017_05_16\00001\0860.wav	初中毕业是十六岁
2017_05_16\00030\0987.wav	 这不是露露那个吗 
2017_05_16\00029\0161.wav	 郝宇真会看孩子 
2017_05_16\00022\0693.wav	 谢谢田大哥帮我妹妹做相框那么漂亮 
2017_05_16\00021\0268.wav	 八点钟上班你六点钟起来起那么早干嘛 
2017_05_16\00029\0620.wav	 我是干活的干活穿的我是那一种那种我家里边有 
2017_05_16\00005\0014.wav	能走就走能爱就爱少留遗憾
2017_05_16\00005\0515.wav	 你先上这个看一看这个上面的报价比我们阿姨的这边的价格可能会高一点点 
2017_05_16\00019\0548.wav	不好意思
2017_05_16\00006\0710.wav	你是
2017_05_16\00001\0846.wav	自行车协会的有一个电话号码是无法接通有一个是已关机有一个是只有十个数字
2017_05_16\00027\0260.wav	寄来了没有
2017_05_16\00032\0033.wav	你不是说了吗让我们慢慢的了解嘛
2017_05_16\00002\0816.wav	 你要防着他知道吗 
2017_05_16\00002\0771.wav	 另外还有四个大虾 
2017_05_16\00021\0622.wav	 山药还是年糕 
2017_05_16\00026\0813.wav	昨晚被你家大儿子都搞死了
2017_05_16\00003\0420.wav	 这个课程是两天等学完了我再汇报 
2017_05_16\00000\0603.wav	 人出来到了再等你了 
2017_05_16\00020\0283.wav	很长时间咱没说话儿了
2017_05_16\00027\0270.wav	 你有这心我就知足了 
2017_05_16\00004\0328.wav	刘秀华你好
2017_05_16\00009\0131.wav	风太小哎呀
2017_05_16\00027\0867.wav	老公真的好想你你想老公吗
2017_05_16\00030\0836.wav	 网站物资进行核查 
2017_05_16\00026\0652.wav	 啊不说话了 
2017_05_16\00008\0043.wav	山区那边应该挺热的吧
2017_05_16\00027\0916.wav	下午没事儿了就到店里去
2017_05_16\00012\0620.wav	 你喂的是奶粉呀 
2017_05_16\00019\0800.wav	 鸽子发走啦 
2017_05_16\00014\0040.wav	 下雨没什么事儿掂着手机聊一会儿 
2017_05_16\00001\0183.wav	 我下线了还有好多需要准备 
2017_05_16\00002\0990.wav	 你忙啥呢 
2017_05_16\00010\0359.wav	乱说怎么会嘞
2017_05_16\00024\0528.wav	 你现在还在永丰吗 
2017_05_16\00003\0989.wav	都可以那你给我一个新位置吧
2017_05_16\00006\0511.wav	榴莲跟香蕉的热量太高
2017_05_16\00011\0945.wav	 脸皮薄没办法谢谢都说不出去了现在 
2017_05_16\00010\0518.wav	 可是看你来这么多信息我于心不忍 
2017_05_16\00020\0797.wav	两天都没穿
2017_05_16\00025\0572.wav	 我会不过不一定不一定对 
2017_05_16\00011\0847.wav	 我蛮以为今天你有把握呢你能给我办了这事儿呢 
2017_05_16\00021\0472.wav	好那我就将就在这儿念吧
2017_05_16\00005\0715.wav	 你们那里停电了呀 
2017_05_16\00022\0292.wav	你现在把家里这个照片拍一下给我看看好吗
2017_05_16\00019\0897.wav	 那现在目前有几个人参赛 
2017_05_16\00032\0251.wav	老哥你辛苦了我知道你不容易你又当爸又当妈实在是不容易
2017_05_16\00031\0229.wav	 你要叫儿媳妇儿知道不笑话你呀 
2017_05_16\00030\0007.wav	 哥现在想看看你 
2017_05_16\00030\0807.wav	能看见我的字吗
2017_05_16\00009\0065.wav	 你们下午休息到几点钟上班呀 
2017_05_16\00017\0667.wav	刚才警察怎么处理呢
2017_05_16\00031\0298.wav	 我们放三天假朋友出来玩一下 
2017_05_16\00029\0737.wav	 你是巴中哪里的你是在巴中什么地方呀巴中 
2017_05_16\00016\0981.wav	在上班儿
2017_05_16\00012\0213.wav	 石总刚看到你们充油卡 
2017_05_16\00009\0992.wav	二十四号二十五号
2017_05_16\00022\0828.wav	 你上山东干啥去了上金华那儿去了 
2017_05_16\00000\0047.wav	我想下楼买烟去
2017_05_16\00005\0258.wav	 昨天晚上玩儿到九点五十 
2017_05_16\00016\0163.wav	这个有意思不
2017_05_16\00021\0337.wav	刚看见
2017_05_16\00031\0931.wav	 失恋了所以我伤心 
2017_05_16\00004\0173.wav	以前我就听说过小学都有谈恋爱的了
2017_05_16\00018\0033.wav	不会吧有这么严重
2017_05_16\00016\0363.wav	 你还达不到那个标准以后就不要出来瞎混了 
2017_05_16\00024\0723.wav	我打的电话你不接
2017_05_16\00027\0935.wav	 其是我俩 
2017_05_16\00011\0009.wav	 今天没上班我过生日 
2017_05_16\00006\0346.wav	 小胡昨天钥匙都忘记带了 
2017_05_16\00032\0323.wav	我今天有事家来了在西边儿这边儿嘞
2017_05_16\00013\0869.wav	 有轮椅不累 
2017_05_16\00021\0680.wav	男女朋友在一起的感觉真好对吧
2017_05_16\00008\0407.wav	 没有好的资产只有保底资产那么这个平台很难运转 
2017_05_16\00029\0271.wav	 对呀大家都穿T恤呀 
2017_05_16\00017\0288.wav	两天有点儿少
2017_05_16\00005\0624.wav	 你是不是想睡午觉啊 
2017_05_16\00023\0860.wav	怎么胖了
2017_05_16\00014\0766.wav	 吴会计在搞账 
2017_05_16\00003\0426.wav	 我说下雨今天 
2017_05_16\00008\0907.wav	 老师你说的作业本是哪个作业本 
2017_05_16\00024\0363.wav	懒猪下午又要睡
2017_05_16\00005\0425.wav	我们都非常想要树上的沉甸甸的果实
2017_05_16\00020\0746.wav	 与客人及阿里负责人沟通正常结算对此接待过程中出现问题前台会第一时间与阿里沟通避免费用结算问题 
2017_05_16\00011\0408.wav	科技馆的门口真有趣
2017_05_16\00010\0164.wav	 你儿子挺乖的放心吧这两天也不咋咳嗽了 
2017_05_16\00033\0267.wav	 真正做起来就很难啊 
2017_05_16\00009\0111.wav	还有个税是下载软件
2017_05_16\00020\0474.wav	今天岳银儿回家的时候老师没给书包
2017_05_16\00012\0385.wav	 我觉得人之常情可以理解 
2017_05_16\00029\0793.wav	 联系电话幺三幺九六八九九四幺八 
2017_05_16\00007\0419.wav	老婆这几个好像坐那边都无所谓的样子呢
2017_05_16\00018\0750.wav	 郑永安什么意思嘛 
2017_05_16\00014\0776.wav	现在还没办法儿去
2017_05_16\00010\0576.wav	不会啦你发的太快了刚学会比老师就快了
2017_05_16\00025\0420.wav	养老要靠自己
2017_05_16\00013\0242.wav	 什么时候到的我都忘了 
2017_05_16\00002\0160.wav	 我妈就喜欢张晨心这样每天发一个让他笑笑 
2017_05_16\00013\0924.wav	 所以你拍出来给人家看是吗 
2017_05_16\00030\0789.wav	 现在有新橙子夏橙 
2017_05_16\00021\0743.wav	 看透一个人会叫你明白很多事 
2017_05_16\00010\0301.wav	 发点儿能看的图片儿 
2017_05_16\00004\0227.wav	闺女客气啦
2017_05_16\00010\0463.wav	陈老师你好孟连下午请假一下
2017_05_16\00016\0877.wav	只要喉咙不发炎他就不会再发烧了
2017_05_16\00017\0235.wav	在咱们老家下雨了没有
2017_05_16\00011\0679.wav	 那黄瓜是买的还是种的 
2017_05_16\00025\0933.wav	我不相信你这个不是我的昨天我都是穿衣服的
2017_05_16\00014\0511.wav	 你说河南话还挺浓了你今后输入就直接啥直接用河南话说吧 
2017_05_16\00001\0046.wav	开车注意安全
2017_05_16\00008\0358.wav	你没有去也好
2017_05_16\00028\0180.wav	刚走就好想你啊
2017_05_16\00032\0275.wav	 你要叫我阿姨 
2017_05_16\00027\0527.wav	再有该吃午睡水水果了哦
2017_05_16\00023\0150.wav	 卷子你那个呗你现在写完作写完卷子 
2017_05_16\00027\0441.wav	那天东西带太多了太重了
2017_05_16\00011\0705.wav	 就是那种挂毛巾呀那种你到洗澡那墙上可以挂那个钩钩的那个像 
2017_05_16\00004\0500.wav	 别人化妆品都是用水 
2017_05_16\00016\0656.wav	 我投啦不会截图完了我就那么按一下子 
2017_05_16\00031\0044.wav	有时间再做一锅吃啊我又想吃了
2017_05_16\00024\0521.wav	 是拿温水喝吗 
2017_05_16\00023\0658.wav	你不爱喝我瞎说
2017_05_16\00023\0323.wav	 你回家现在有没有公干呐 
2017_05_16\00024\0112.wav	谢谢小崔哦谢谢啊
2017_05_16\00008\0132.wav	 谢谢大杰兄 
2017_05_16\00027\0315.wav	 然后线下一个老客户 
2017_05_16\00030\0875.wav	谁缺你也不缺呀
2017_05_16\00024\0362.wav	 远程视频给教你 
2017_05_16\00031\0913.wav	明天你锻完明天锻炼身体回来给我打电话我就给你拿出来
2017_05_16\00020\0094.wav	 看透一个人会叫你明白许多事 
2017_05_16\00006\0756.wav	 你看看你们 
2017_05_16\00020\0509.wav	 我等你回来一起吃 
2017_05_16\00027\0894.wav	不能打字
2017_05_16\00017\0915.wav	 先听他说说看怎样 
2017_05_16\00004\0315.wav	 他跟我聊天他说只要你把我的嘴 
2017_05_16\00028\0119.wav	你别找我说话
2017_05_16\00001\0514.wav	淑敏什么时候儿做满月呀
2017_05_16\00014\0682.wav	 武汉天气热不热 
2017_05_16\00032\0557.wav	我十二点坐的车
2017_05_16\00008\0183.wav	 谢谢哥姐弟妹的打的红包 
2017_05_16\00009\0364.wav	 是的端午节时间太短了 
2017_05_16\00008\0615.wav	 血压高坚持天天吃药吧 
2017_05_16\00003\0206.wav	干的就行啊
2017_05_16\00002\0029.wav	 怎么有三万呐 
2017_05_16\00009\0788.wav	老鹰哥哥
2017_05_16\00004\0955.wav	 儿子累了快去休息 
2017_05_16\00013\0963.wav	 咱们这个到货了啊 
2017_05_16\00019\0767.wav	我还没说老嘞
2017_05_16\00001\0125.wav	 我们拿一点过来缝明天缝完给你送过去行不行啊 
2017_05_16\00025\0885.wav	感谢玉子做的相册真棒
2017_05_16\00030\0814.wav	 你拍这个给女儿看什么意思嘛 
2017_05_16\00015\0626.wav	 少喝点儿酒天天咳嗽 
2017_05_16\00003\0094.wav	 可以呀要不要我给你送过来给你吃一点呀 
2017_05_16\00025\0913.wav	 啊好的那个我晚上下载一个 
2017_05_16\00015\0656.wav	这台电脑已经安了插件儿安全系数提高了是网络室的人给安的
2017_05_16\00000\0946.wav	你今年有多大
2017_05_16\00029\0688.wav	你是不是有神经病又把电话给我拉黑
2017_05_16\00024\0405.wav	 我上班 
2017_05_16\00018\0041.wav	 不干嘛问随便问问嘛 
2017_05_16\00013\0316.wav	两个老头来喝酒两双筷子两种酒喝了两种酒吃了两片藕两个仙桃咬两口摆一摆扭一扭两棵柳树搂六搂一搂
2017_05_16\00003\0792.wav	你买电瓶要多少钱你问过了吗
2017_05_16\00016\0576.wav	这手机都是他买的呀
2017_05_16\00028\0213.wav	你不怕天寒地冻
2017_05_16\00032\0446.wav	现在那人都是为了钱而生存
2017_05_16\00016\0430.wav	我什么都会欠你只要你是不想见我我不会让你见到我的
2017_05_16\00017\0461.wav	我在河北呐回不了北京
2017_05_16\00031\0547.wav	 你在什么地方儿我在挂号这块儿嘞 
2017_05_16\00015\0875.wav	都是各种各种各种
2017_05_16\00023\0861.wav	拨打一下你哥哥的电话会不会是下广州啊
2017_05_16\00014\0257.wav	 因为我没有树枝什么的 
2017_05_16\00008\0402.wav	 不干活就这么着吧 
2017_05_16\00003\0113.wav	自己在家闷得慌啊
2017_05_16\00021\0500.wav	 你真好我家女儿找到你这么一个好的老婆婆不要太幸福哦 
2017_05_16\00030\0163.wav	 没有啊小心你自己吧 
2017_05_16\00025\0271.wav	 亮哥有一个圆通快递我给你带回来了在我办公室呢 
2017_05_16\00009\0548.wav	 这里是穷乡僻壤 
2017_05_16\00027\0071.wav	怎么又没有动静儿了呢不说话儿呢
2017_05_16\00003\0468.wav	哈哈都可以那你给我一个新的地址吧
2017_05_16\00013\0684.wav	 今天下午还不回来 
2017_05_16\00011\0948.wav	 特别从异性这一块你可以去打拼 
2017_05_16\00022\0701.wav	 没有订货啊 
2017_05_16\00009\0740.wav	 你安那个宽带去弄那个移动的移动的要便宜些才三四百块 
2017_05_16\00008\0451.wav	 一晃十五年都过去了真的是太快了 
2017_05_16\00028\0592.wav	 我发现你这个人 
2017_05_16\00014\0808.wav	老婆该检查来了对他们又怎么处理呢
2017_05_16\00006\0271.wav	我上次买那药都吃一半儿了还没给人家钱呢先给人一办儿呀你啥时候给我拿钱呐
2017_05_16\00019\0365.wav	爸爸你吃饭了没有母亲
2017_05_16\00021\0300.wav	 一份梅姨臭豆腐一个大份黄焖鸡米饭我感觉自己越来越能吃了 
2017_05_16\00009\0653.wav	 你昨天喝那么多多休息一下了哦 
2017_05_16\00003\0590.wav	 柯冲你干嘛不照哇我还说着看看你那照片儿呢怎么为什么没跟大伙儿照喂 
2017_05_16\00018\0739.wav	 莲莲你昨天让我看什么电视剧呀伪装者儿呀 
2017_05_16\00028\0392.wav	 他不是读书的料怎么去强求他都没用 
2017_05_16\00020\0674.wav	才看见
2017_05_16\00025\0565.wav	 等你适应了就会好的 
2017_05_16\00005\0275.wav	 你一天净胡说 
2017_05_16\00024\0166.wav	老班长好我最近在玉树住呢
2017_05_16\00009\0876.wav	你的朋友挺会省心的
2017_05_16\00004\0223.wav	 没事你有事就去忙呀 
2017_05_16\00002\0170.wav	 没事的没事的来日方长还有时间吧 
2017_05_16\00004\0935.wav	每次来都见不上你人嘛
2017_05_16\00023\0416.wav	退热的话如果不发热的话可以不吃如果在三十八度五以上的话还要吃嗯现在基本上说已经到了最高峰期了这个嘴嘴里的泡你注意不要饮食太烫要软一点的饮食就好不要把那个泡破了破了以后他会疼很久的
2017_05_16\00021\0979.wav	 很臭 
2017_05_16\00020\0055.wav	我最近也是
2017_05_16\00010\0194.wav	这个要要的讲课不但能给你的代理带来
2017_05_16\00017\0540.wav	生意呢是互相支持的
2017_05_16\00032\0380.wav	 谢谢 
2017_05_16\00025\0822.wav	三个老头来喝酒三双筷子三种酒喝了三种酒吃了三片藕三个仙桃咬三口摆一摆扭一扭三棵柳树搂三搂
2017_05_16\00007\0832.wav	 你现在的工资一个月多少 
2017_05_16\00001\0010.wav	霍长敏发几张你家的图片给我看看
2017_05_16\00010\0110.wav	 要不然找个地方也好咱们好聊天呀 
2017_05_16\00013\0436.wav	 我一进去他就自动开门我一出来门就又关上了 
2017_05_16\00006\0700.wav	 这是家庭作业没有写的同学们 
2017_05_16\00001\0385.wav	 严小秋你现在忙不忙 
2017_05_16\00026\0558.wav	 哪个那个东西要好多钱呀 
2017_05_16\00027\0612.wav	 这两百都搞好了这边一百块钱搞好了 
2017_05_16\00014\0282.wav	真的可以要孩子了哎呀这一年呐
2017_05_16\00030\0555.wav	我只需要你就够
2017_05_16\00012\0859.wav	 看这样美女都喜欢哥 
2017_05_16\00001\0551.wav	这辈子也不可能和你在一起
2017_05_16\00008\0249.wav	友洲在忙什么呀没应答的
2017_05_16\00023\0460.wav	你上班了吗上班了吗我的弟弟你上班儿了吧
2017_05_16\00029\0343.wav	核桃粉还给你带吧
2017_05_16\00002\0167.wav	小天使小天使你本人唱一首歌
2017_05_16\00019\0254.wav	这样说还不生气啊
2017_05_16\00007\0103.wav	 何主任就是这个证明你看看什么时候能办完呢因为我们的面签已经这个约好时间了尽量快一点儿好吗 
2017_05_16\00006\0214.wav	 昨天晚上睡的太晚了中午补一觉儿 
2017_05_16\00006\0735.wav	愿意去咱俩自己去
2017_05_16\00001\0706.wav	 你那个手今天要再去医院换药 
2017_05_16\00012\0012.wav	 看来准备有问题 
2017_05_16\00017\0091.wav	 你吃饭了没 
2017_05_16\00020\0320.wav	 说你送饭你能送来哪 
2017_05_16\00001\0303.wav	 我刚拉完大便 
2017_05_16\00015\0685.wav	中华这么懂事的孩子真没有多少
2017_05_16\00018\0481.wav	如果是真人的话
2017_05_16\00013\0223.wav	就在跟前儿买点儿就行
2017_05_16\00022\0817.wav	 吃饭了没有在干嘛 
2017_05_16\00012\0693.wav	你今天早起没吃吗
2017_05_16\00005\0236.wav	他妈你这个骗子你这个骗子在骗我明明在店里面
2017_05_16\00024\0665.wav	亲忙完了没有哇
2017_05_16\00005\0191.wav	 什么第一顿呀我不懂你说的什么啦 
2017_05_16\00032\0070.wav	我跟你在一起
2017_05_16\00021\0609.wav	 我咋感觉没有以前长的红啊 
2017_05_16\00007\0043.wav	 丽丽吃饭了没 
2017_05_16\00001\0223.wav	就我和小丫头领了我领了二两块四毛多钱小丫头是一块九毛多钱
2017_05_16\00008\0853.wav	那你们就吃中午吧吃完中午继续跳哇
2017_05_16\00019\0833.wav	 今天早上就告诉加班儿了 
2017_05_16\00027\0395.wav	 我也没上班儿 
2017_05_16\00029\0047.wav	 为什么不聊天儿 
2017_05_16\00017\0411.wav	 好了出来吧什么时候儿 
2017_05_16\00008\0569.wav	 说实话我也不相信 
2017_05_16\00006\0067.wav	 我不有一个信用卡不你的名字嘛当初咱俩在那个沃尔玛办的那个那个卡我一直在用着用了然后那个 
2017_05_16\00005\0496.wav	 他长大了不是一般的人物 
2017_05_16\00015\0253.wav	 带去找她去 
2017_05_16\00000\0560.wav	他有什么过人之处吗
2017_05_16\00019\0611.wav	我的这个手机号码早就不用了我一直就没拿
2017_05_16\00021\0063.wav	心想事成万事如意
2017_05_16\00032\0050.wav	我想吃乌水果儿了什么时候做我就去吃
2017_05_16\00010\0438.wav	为什么你把把自己定位那么低呢
2017_05_16\00018\0711.wav	我刚才用俺奶那个手机打那个嗯打那个座机
2017_05_16\00028\0748.wav	 要是 
2017_05_16\00002\0505.wav	 而且性欲望包括性能力都会有明显的提升 
2017_05_16\00017\0954.wav	 嗯素拌茄子还有一个 
2017_05_16\00005\0908.wav	你就马上让我
2017_05_16\00015\0117.wav	美不美只有我自己知道
2017_05_16\00013\0621.wav	 女儿还不会挣钱呢 
2017_05_16\00019\0194.wav	还好累不算太累就是太熬夜了一天这时间前天上了我们上了三个班儿上了二十四小时累着转
2017_05_16\00010\0462.wav	这么大太阳你叫我跑回去
2017_05_16\00014\0599.wav	吃完饭再忙什么呢收拾桌子
2017_05_16\00016\0370.wav	怎么没有打电话呀
2017_05_16\00011\0201.wav	 那就随便你喽 
2017_05_16\00016\0309.wav	 太谢谢你买的机票不贵 
2017_05_16\00003\0036.wav	我想没事找事
2017_05_16\00015\0913.wav	 你四张 
2017_05_16\00010\0757.wav	对便宜呀
2017_05_16\00001\0364.wav	我今天有点忙串好韭菜又去厂里上班
2017_05_16\00002\0119.wav	美女在忙吗你帮我把那个说明书看让我看一下然后我就先拿一套用嘛完了我看那个视频没拍完
2017_05_16\00024\0856.wav	 买盐要买那个细盐 
2017_05_16\00021\0813.wav	男女男女在一起感觉真好
2017_05_16\00023\0231.wav	 在三医院刚才才醒 
2017_05_16\00026\0135.wav	干啥去了咋不说话
2017_05_16\00030\0459.wav	就到那个呃肿瘤医院那块儿不有个晚市儿嘛晚市儿那块儿就有卖的
2017_05_16\00009\0049.wav	 一四五六 
2017_05_16\00022\0699.wav	 有时间朋友圈里面看一看我这里面卖鱼胶 
2017_05_16\00003\0243.wav	 我是借的我还还呢 
2017_05_16\00017\0456.wav	 今天懒觉睡了很舒服 
2017_05_16\00008\0064.wav	 谢谢亲们的祝福 
2017_05_16\00032\0522.wav	 我给你 
2017_05_16\00003\0298.wav	 一个阳光明媚的早晨我怀着激动的心情高兴无比的心情 
2017_05_16\00016\0971.wav	 赶紧把记账本儿备份下来你比如说大明欠我十三块五小明欠我十五块三 
2017_05_16\00018\0460.wav	像这么懂事的孩子真没几个
2017_05_16\00007\0842.wav	有的家长把这个事儿呢安排给别的人了
2017_05_16\00006\0467.wav	 群主你的你做的诗做的太好了 
2017_05_16\00022\0410.wav	 我都顾不上玩儿手机 
2017_05_16\00018\0148.wav	爱的谎言怎么和毛毛是一伙儿的
2017_05_16\00021\0854.wav	 看他是加盟的还是总有总部儿就是那种嗯连锁 
2017_05_16\00031\0162.wav	 你那破狗动都不会动还咬人呢 
2017_05_16\00013\0314.wav	 出去过六一儿童节去 
2017_05_16\00025\0728.wav	 刚才我玩儿的时候儿咋没人你们玩儿的时候咋有这多人了呢这咋回事儿呀孙姥爷 
2017_05_16\00022\0579.wav	 等你有时间吧 
2017_05_16\00021\0046.wav	 三十号就过端午节了 
2017_05_16\00011\0912.wav	找个温度表量一下应该是高烧了要不然不会冷的手冷不冷
2017_05_16\00015\0424.wav	就是中午的第七题
2017_05_16\00015\0769.wav	 我免贵姓崔淑敏 
2017_05_16\00018\0477.wav	 昨天带运费不是都算好了吗刚好一百块 
2017_05_16\00017\0082.wav	就是往梧风洞去的路上过来一点
2017_05_16\00003\0531.wav	 那你可以拿点钱补给你老板娘啊 
2017_05_16\00017\0006.wav	 喜欢那个那双鞋子吗 
2017_05_16\00017\0539.wav	可不自己的孩子哪有不想到的
2017_05_16\00021\0697.wav	 就是六福珠宝送赠品不知道是真是假我就试试反正也不花钱 
2017_05_16\00031\0270.wav	你不来
2017_05_16\00000\0500.wav	 我有事现在还能安然无恙的跟你说话吗跟 
2017_05_16\00006\0980.wav	 昨天七条路有吗 
2017_05_16\00032\0137.wav	想你了呀想去上班儿啦
2017_05_16\00033\0229.wav	嗯就是苋菜嘛
2017_05_16\00024\0843.wav	谁的心里都是这么想的
2017_05_16\00025\0230.wav	艳雪你咋不说话
2017_05_16\00005\0077.wav	 在我之前还有几个 
2017_05_16\00007\0296.wav	我要把卖房子的钱留着给儿子上大学用房子我不买了先租
2017_05_16\00008\0412.wav	是吗有收获啊多接单子啊
2017_05_16\00021\0749.wav	啊只不过你告诉我也是好的
2017_05_16\00005\0226.wav	 日子好过了 
2017_05_16\00030\0399.wav	你那里有下雨吧
2017_05_16\00017\0447.wav	 我现在在安徽老家我今天早晨起来第一个就给你外甥女儿投票啦 
2017_05_16\00022\0709.wav	我我说的是今说的是今天
2017_05_16\00006\0654.wav	 好像是洗脚那个靓女吧 
2017_05_16\00010\0890.wav	 今天晚上不行我一会儿接完小孩儿就直接去他家嗯回来应该也会很晚就直接接我儿子了 
2017_05_16\00014\0774.wav	甲方签字
2017_05_16\00025\0644.wav	你在手机前边儿一呲牙我就看到了
2017_05_16\00030\0657.wav	 有啊我已经五十了 
2017_05_16\00013\0097.wav	 第二件事把尼姑拿下 
2017_05_16\00030\0757.wav	叫我十七号儿报道
2017_05_16\00019\0513.wav	行什么时候回去到时候儿再定我们组得八月份之后哇
2017_05_16\00011\0826.wav	车子俺要回来嘞谢谢弟弟
2017_05_16\00013\0814.wav	 你不休息啦下午上班吗 
2017_05_16\00022\0237.wav	你昨天晚上去干嘛去了
2017_05_16\00016\0623.wav	 看你一直在那儿抠啊抠啊抠啊抠啊 
2017_05_16\00016\0925.wav	 手机没修好 
2017_05_16\00014\0110.wav	 你今天吃什么呢发来看看又摘到青草没有有我就发个红包给你 
2017_05_16\00015\0664.wav	 砖头子是啥意思 
2017_05_16\00007\0146.wav	要不你从今天早上就不开心你要是回新家没法回给你二哥过生日这回开心了
2017_05_16\00016\0949.wav	 老婆不在就不想给你看 
2017_05_16\00011\0818.wav	 我就觉得你是我们的哥哥跟你们跟你讲实话 
2017_05_16\00019\0490.wav	你不行拿着你拿着户口本儿回咱老家办比这快的多
2017_05_16\00015\0335.wav	 真的在一起了你说 
2017_05_16\00012\0098.wav	 今天懒觉睡了很舒服 
2017_05_16\00006\0120.wav	 微信你按Q Q的那个微信就有董珮的 
2017_05_16\00015\0931.wav	发过来让我看看
2017_05_16\00012\0468.wav	 那黄瓜是买的还是自己种的 
2017_05_16\00005\0877.wav	这事儿整的
2017_05_16\00015\0865.wav	二月十七号到三月十七号
2017_05_16\00032\0866.wav	你昨天晚上可以不回去啊
2017_05_16\00001\0414.wav	 午餐愉快 
2017_05_16\00007\0566.wav	 锻炼锻炼 
2017_05_16\00007\0390.wav	 平时排便的情况怎么样有没有 
2017_05_16\00011\0449.wav	老吴要不要喝酒
2017_05_16\00008\0622.wav	 陶然亭月季园 
2017_05_16\00005\0233.wav	吃完多会儿了
2017_05_16\00004\0696.wav	不能让我老婆知道知道皮就给我扒掉啦
2017_05_16\00014\0840.wav	 我要睡觉了我再不睡我人都要死啦 
2017_05_16\00032\0385.wav	 我听他说颜色变浅了可以同房 
2017_05_16\00027\0177.wav	 白雪公主最喜欢我 
2017_05_16\00028\0903.wav	下午才才才才才才找地方
2017_05_16\00003\0026.wav	古往今来浩瀚的历史长河中有无数勤学志士乘着一条泛黄的扁舟向我们徐徐划来
2017_05_16\00027\0289.wav	活不多嘛白天要至少要天天干呐
2017_05_16\00019\0770.wav	 我从来没有把这种照片发给网友看 
2017_05_16\00027\0772.wav	啊这个真好用说啥出啥一个字都不会错的
2017_05_16\00002\0709.wav	你就跟他说我跟你去买了就完了呗
2017_05_16\00026\0098.wav	是四大班儿呢
2017_05_16\00030\0764.wav	 各种技巧 
2017_05_16\00023\0070.wav	你现在在家是在地
2017_05_16\00026\0811.wav	老大你发包儿吧别发图片儿嘞
2017_05_16\00009\0314.wav	 按时参加勤工助学指导中心事务办公室例会 
2017_05_16\00032\0209.wav	 在三表妹上班的店里 
2017_05_16\00006\0974.wav	 你去老板娘店里干嘛的啦 
2017_05_16\00032\0805.wav	脚太臭太臭了
2017_05_16\00018\0566.wav	吃完之后到我家呆一会儿
2017_05_16\00030\0585.wav	墙上麻雀叫喳喳
2017_05_16\00008\0747.wav	 亲你就在我的嗯那个搽脸油上少挣一点儿呗给我一套得了 
2017_05_16\00015\0796.wav	 我真没想到出了个小人狗眼看人低 
2017_05_16\00001\0170.wav	 昨天那个公司的人员说会有一套资料以后嗯有一套人员教你怎样 
2017_05_16\00022\0345.wav	 长春市国际贸易社区 
2017_05_16\00006\0502.wav	 想休息一会儿有点困 
2017_05_16\00015\0196.wav	 我在安徽老家今天早晨起来第一个是投的票 
2017_05_16\00022\0824.wav	现在都吃过饭了没有吃过饭了没有回答回答
2017_05_16\00022\0503.wav	这次估得估计得
2017_05_16\00016\0793.wav	 像我们这儿人家有啥事儿人家都不给我说都瞒着我 
2017_05_16\00002\0932.wav	 最近身体怎样戒烟戒酒了吗 
2017_05_16\00001\0526.wav	 隐约中我仿佛能看到一个人正在田野的 
2017_05_16\00015\0393.wav	 那个点那里边儿文章发给圈儿里头点的人越多越好 
2017_05_16\00012\0606.wav	 目光短浅势力小人 
2017_05_16\00006\0895.wav	 幺七九二五六九二 
2017_05_16\00022\0595.wav	比农村老大妈还邋遢
2017_05_16\00021\0448.wav	二片儿区只报了一个单位
2017_05_16\00012\0037.wav	我也着急老五说不用我管了
2017_05_16\00002\0874.wav	 我要的不是金钱而是一个人对我好 
2017_05_16\00004\0533.wav	 早上发到现在不知道几句 
2017_05_16\00018\0803.wav	 他说你可以 
2017_05_16\00025\0940.wav	 在家里面有没有嗯接到什么工啊 
2017_05_16\00033\0091.wav	 发微信了他的手机坏了他让我把钱给南线阁儿的老高 
2017_05_16\00015\0284.wav	 我那两天去我爸家也是没有信号儿 
2017_05_16\00006\0720.wav	在这期间要观察它的变化看皱纹有没有变淡如果有变当然最好就达到我们目的了如果不
2017_05_16\00014\0041.wav	 风声紧铃儿响 
2017_05_16\00019\0112.wav	 去刘增平那里看一下 
2017_05_16\00015\0735.wav	 好点回来老公好好的犒劳犒劳你 
2017_05_16\00013\0425.wav	 嗯嗯那要不你来我们学校读哇 
2017_05_16\00023\0609.wav	 过来接我呀我在麻将厅呢 
2017_05_16\00016\0798.wav	 你告诉你爸给我找着 
2017_05_16\00025\0872.wav	 在哪里工作呢 
2017_05_16\00011\0243.wav	那你们继续装吃中午吃饭中午继续跳
2017_05_16\00012\0212.wav	奶奶家休息睡觉都可以没有事的
2017_05_16\00014\0144.wav	 没有合适的我和兰华一个房间也行 
